5.73	32.97	-2.72
6.01	33.19	-2.66
6.32	32.96	-3.48
5.66	33.08	-2.97
5.85	32.65	-3.21
6.21	33.08	-3.19
5.98	33.15	-2.81
6.03	32.42	-2.70
6.01	32.75	-3.38
6.47	32.96	-3.05
6.54	33.18	-3.17
6.01	32.86	-4.49
6.47	32.28	-3.94
6.10	32.45	-3.86
5.94	32.78	-3.78
6.57	32.31	-4.03
6.15	31.85	-3.77
6.48	32.31	-3.64
6.29	31.95	-2.86
5.74	32.93	-3.33
5.87	32.40	-3.48
5.73	33.09	-3.25
5.87	33.04	-2.62
5.73	32.73	-2.80
6.21	32.69	-3.49
6.30	32.56	-3.78
5.96	32.10	-2.39
5.58	32.75	-2.14
6.14	31.93	-2.59
5.85	32.79	-3.10
5.77	32.51	-3.61
6.29	32.46	-2.77
6.67	32.58	-3.45
6.20	32.02	-3.47
6.26	30.87	-4.50
6.49	30.08	-5.18
6.68	28.76	-4.97
7.03	26.10	-6.27
6.86	24.84	-5.51
7.15	22.85	-6.09
7.06	21.40	-5.87
7.29	19.76	-6.42
7.12	17.90	-6.56
7.03	17.36	-6.14
6.37	15.92	-5.91
5.74	14.87	-6.51
5.71	14.55	-5.14
5.97	13.38	-5.52
5.60	12.39	-6.42
5.07	11.05	-6.52
5.41	10.38	-6.47
5.09	8.96	-4.64
5.02	8.75	-4.98
5.22	7.31	-5.58
4.77	6.31	-4.76
5.13	4.82	-4.65
4.58	3.92	-3.59
5.91	2.25	-1.35
6.38	-0.15	-1.50
6.56	-1.12	-0.24
7.46	-3.09	0.50
8.02	-4.53	1.55
8.14	-5.57	3.38
8.29	-6.60	4.79
9.12	-7.50	6.84
9.36	-8.06	8.23
10.91	-8.72	8.11
11.67	-9.38	10.36
12.74	-9.44	12.52
14.36	-10.46	13.99
16.11	-9.88	15.73
17.47	-9.67	18.09
19.37	-8.94	19.19
20.58	-8.73	21.94
20.83	-8.58	22.38
21.55	-7.56	23.13
22.80	-7.60	24.11
23.45	-6.90	25.06
23.93	-6.26	26.20
24.67	-5.30	26.65
25.95	-4.04	27.56
27.12	-2.87	28.53
27.88	-1.67	28.89
29.16	-0.21	29.64
29.65	1.42	28.74
30.04	2.91	31.59
30.32	3.85	33.56
30.60	5.63	33.61
31.54	7.46	33.70
31.38	9.09	35.18
31.24	10.90	36.07
31.20	13.21	37.22
31.74	15.05	36.95
31.93	17.09	36.63
31.38	18.24	39.04
30.41	20.39	38.64
30.27	21.84	39.22
29.75	23.33	38.59
30.19	24.12	38.88
29.86	25.32	39.20
29.58	27.33	37.85
28.87	29.48	37.34
28.53	31.58	37.78
27.47	34.29	38.07
26.51	35.18	38.48
26.14	36.24	36.61
25.60	36.45	37.84
25.20	37.43	37.46
24.78	38.31	36.78
24.02	39.21	37.00
22.95	39.48	37.15
22.92	40.88	35.36
22.34	40.94	36.43
22.01	41.27	36.12
21.69	42.32	35.46
20.23	42.96	34.86
20.48	44.32	34.12
19.84	44.81	34.61
19.80	45.20	32.79
18.96	46.12	31.90
17.97	46.20	31.79
17.75	47.90	32.13
16.92	47.56	31.73
16.36	48.10	30.87
15.37	48.63	30.82
15.38	48.10	30.48
14.14	49.16	29.49
13.33	49.80	30.49
12.90	50.15	27.69
11.60	50.93	27.01
10.01	51.29	27.97
9.42	51.86	26.39
7.29	51.89	25.95
6.56	52.64	25.57
5.36	52.83	25.73
4.22	52.58	25.51
3.58	52.37	26.34
2.98	53.14	25.39
1.68	52.69	25.56
1.10	52.65	27.01
0.34	53.02	28.43
-0.23	53.11	29.09
-0.06	52.21	30.09
-0.12	52.33	30.48
-0.17	52.19	30.90
0.51	52.05	31.41
0.66	51.82	30.91
1.64	51.73	32.58
1.67	51.86	32.69
2.45	51.78	33.02
3.37	51.54	33.36
2.44	51.59	33.11
3.31	51.40	33.13
3.63	51.67	33.18
3.91	51.72	31.93
3.67	51.60	32.19
3.94	51.06	32.18
4.68	51.04	33.25
5.05	50.71	33.18
4.52	50.98	31.34
5.42	50.70	31.63
5.81	50.87	32.69
6.90	50.57	33.02
6.84	50.56	33.48
7.20	50.61	32.58
7.71	50.40	31.90
8.12	50.18	32.68
9.09	50.45	33.31
9.46	50.43	32.36
9.57	50.63	32.26
10.75	50.02	31.42
12.13	49.91	31.90
13.85	49.18	31.04
14.84	48.43	30.31
15.45	48.85	30.58
15.17	48.63	29.97
15.67	48.51	28.77
14.90	48.77	28.99
14.92	49.38	28.19
15.61	49.13	28.14
15.19	49.24	28.02
15.26	49.44	29.15
15.12	49.10	28.49
14.56	49.34	27.71
14.67	49.49	28.06
14.88	48.71	27.87
15.05	48.99	28.50
15.26	49.49	28.54
15.09	49.10	28.78
15.27	49.21	28.09
15.52	48.90	27.21
15.59	48.56	27.88
15.27	48.82	28.72
14.88	48.73	28.49
15.09	49.35	28.82
15.03	49.02	28.33
15.43	49.29	27.16
15.27	49.04	27.58
15.99	48.77	26.83
16.61	48.83	25.96
16.21	48.71	26.28
16.66	48.72	25.59
17.40	48.86	25.65
17.58	48.47	24.98
17.87	48.57	24.82
17.72	48.16	23.65
17.70	48.27	23.95
17.26	48.27	23.34
16.65	48.54	22.55
16.83	48.38	22.07
16.37	48.27	21.87
16.44	49.01	20.20
15.81	47.95	20.14
15.77	48.50	21.02
15.58	48.79	20.20
15.60	48.90	20.14
15.09	48.86	19.54
15.48	49.00	18.24
15.73	48.46	18.62
15.33	48.39	18.74
15.53	48.72	18.29
14.92	48.43	17.58
15.03	48.45	16.38
14.78	48.55	16.28
14.00	49.13	15.98
14.55	49.38	15.49
13.96	48.97	15.26
14.33	48.96	15.31
13.88	49.11	14.88
13.42	48.50	15.16
13.49	48.66	14.00
12.43	48.85	13.84
13.20	48.55	13.38
12.27	48.88	13.20
11.10	48.97	13.21
11.52	49.07	13.20
11.43	49.37	13.40
11.73	48.89	12.94
12.06	49.15	13.37
11.57	48.85	12.65
12.02	48.66	13.45
12.24	48.49	13.13
12.76	48.62	13.50
12.46	49.12	14.07
11.80	48.99	15.14
12.52	48.69	14.99
13.01	49.71	15.83
13.45	49.77	17.05
12.92	50.23	17.46
14.03	49.69	18.35
14.31	49.84	18.88
14.20	49.79	19.84
14.76	50.23	21.52
15.32	49.66	21.69
15.25	49.45	23.16
16.21	48.95	25.21
17.16	48.05	26.95
17.92	47.27	28.80
18.80	46.78	29.80
20.10	45.89	31.43
20.43	45.65	32.32
21.66	44.54	32.25
21.74	43.59	32.85
22.07	41.80	33.70
22.28	41.08	35.52
23.46	40.03	36.07
23.33	39.06	37.71
23.47	37.63	38.17
25.46	35.89	38.45
25.09	35.55	38.37
25.79	33.18	38.11
26.18	32.12	39.97
26.86	30.71	40.28
26.71	30.41	40.99
26.67	28.88	41.92
27.44	28.15	42.31
27.14	25.37	42.36
27.77	23.97	42.32
27.93	21.19	43.24
27.53	19.42	43.64
28.11	17.50	43.49
28.37	15.36	42.87
27.71	13.51	43.80
27.81	11.94	42.18
27.76	10.50	42.55
27.27	8.59	41.99
26.82	7.29	42.88
25.94	5.88	43.36
25.45	4.41	42.13
24.37	3.33	43.15
24.16	2.43	41.56
22.74	0.81	41.54
22.13	0.06	42.60
21.29	-1.09	41.66
20.35	-2.64	42.00
19.74	-3.21	41.59
18.21	-5.18	39.71
17.92	-4.90	40.55
17.98	-6.19	39.58
17.90	-6.90	37.89
17.64	-7.41	37.82
16.78	-8.23	37.51
17.43	-8.37	35.88
17.00	-9.62	35.10
16.47	-10.03	34.33
17.10	-9.88	33.67
17.24	-10.71	33.14
17.47	-10.44	32.14
17.82	-10.83	30.87
17.50	-10.96	30.14
17.50	-10.83	28.37
17.98	-11.62	27.53
18.09	-11.34	25.10
16.77	-12.01	23.91
16.13	-11.60	23.32
16.25	-12.68	22.36
15.97	-12.21	20.63
15.25	-11.72	19.56
15.06	-11.62	18.18
14.32	-11.04	15.86
14.62	-10.78	15.27
14.15	-11.11	14.48
14.34	-10.72	13.56
13.82	-10.33	12.16
14.10	-9.78	11.35
14.39	-9.29	9.95
13.88	-8.22	8.58
14.01	-7.04	7.68
14.32	-6.56	5.75
14.54	-5.31	4.04
14.42	-4.28	3.75
14.99	-3.31	2.32
15.34	-1.53	2.88
15.48	0.50	0.77
15.21	1.15	0.93
15.50	2.43	-1.81
15.31	4.20	-1.62
14.78	5.37	-2.69
13.55	7.20	-4.33
13.34	8.02	-4.74
13.12	10.36	-6.30
12.68	11.54	-6.19
12.16	13.39	-6.62
11.35	14.75	-6.93
10.61	15.72	-6.75
9.24	17.71	-7.08
9.45	18.25	-7.30
8.67	20.41	-7.08
7.54	22.33	-6.97
6.90	24.17	-7.81
5.43	26.38	-7.82
5.04	27.62	-6.64
4.19	29.27	-6.65
3.12	30.64	-6.05
2.56	32.58	-5.63
1.14	33.74	-4.53
-0.23	34.92	-4.37
-1.95	36.07	-3.22
-2.38	36.99	-3.14
-4.08	37.71	-2.50
-4.39	38.87	-0.52
-5.24	40.17	-1.75
-6.43	41.27	1.16
-7.01	42.26	1.43
-7.90	43.68	3.21
-8.90	44.36	4.06
-10.39	44.64	5.63
-11.25	45.02	6.60
-12.45	44.63	6.62
-13.66	44.89	7.63
-14.84	45.17	7.68
-15.88	44.23	8.13
-16.63	44.01	8.92
-18.12	44.31	8.90
-17.87	43.93	10.66
-18.80	44.30	11.29
-19.17	44.53	12.49
-19.49	45.68	14.37
-20.53	45.23	15.16
-20.98	45.13	15.64
-21.36	45.10	16.55
-21.53	44.80	17.97
-21.66	44.49	18.68
-22.27	44.73	20.45
-22.42	44.58	21.96
-21.84	44.98	21.77
-22.30	44.48	23.27
-23.79	44.21	22.95
-23.57	43.69	23.89
-24.38	42.09	23.01
-24.82	42.04	24.05
-25.11	42.11	23.79
-26.54	40.83	22.77
-27.80	38.21	22.57
-27.91	37.45	22.80
-28.03	37.87	22.56
-28.06	37.65	22.42
